EMOTION,TRANSCRIPTION
hap, It all depends on how well we played.
neu," Well, what if one of us dies, does the other laugh then?"
hap," Yes, yes, with all his might."
hap," No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors."
hap," no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --"
hap, enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.
hap," Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets."
hap, Do you remember that awful scene we had in Venice?
hap, The one where you bought that little painted wooden snake and put it on my bed.
hap, Charles.  That was his name.  He did wriggle so beautifully.
hap," Horrible thing, I hate it."
hap, How long did that row last?
hap, The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.
hap," Oh, that was quite a rouser, wasn't it?"
neu," Oh, I didn't hit you very hard."
hap, And then the manager came in and found us rolling around on the floor biting and scratching like panthers.
hap, [LAUGHTER] I shall never forget his face.
hap," Oh, ridiculous. utterly ridiculous"
hap," Oh, we were very much younger then."
hap," Oh, As a matter of fact, the real cause of that row was Peter Burden."
neu, You knew there was nothing.
neu, You knew there was nothing in that.
neu, Only a trivial little broach.
neu, You worked the whole thing up in your jealous imagination.
ang," You must admit that he was in love with you, wasn't he?"
neu," maybe just a little, but--"
ang, You let him kiss you.  You said you did.
neu, And what of it?
neu," Well, I- he got a lot of pleasure out of it and it didn't hurt me."
ang," Well, that's a nice point of view I must say."
neu," So am I, bored stiff.  Would you like some brandy?"
neu, I'll have a little I think.
neu, I don't see why you want any.  You've already had three glasses.
neu," Well, it seems silly to go on and on in such a thing."
neu, It's becoming a habit with you.
ang, You needn't be so grand simply because you don't happen to want any at the moment.
ang," Really, Amanda."
neu, Just making myself fascinating for you.
ang," Oh, that reply has broken my heart."
ang, It's a pity you didn't take a little more brandy.  It might have made you a little less disagreeable.
ang," Um, It doesn't seem to have worked such wonders with you."
ang," adder don't snap, they sting."
ang, They sting.
ang, They snap.
ang," I don't care if they bark and roll around like hoops, okay."
ang, Did you see much of Peter Burden after the divorce?
neu," Yes, I did quite a bit."
ang, I suppose you let him kiss you a good deal more then.
ang, Mind your own business.
ang," You must have a riotous time, no restraint at all, very enjoyable.  I mean, you never had much anyway."
ang," Oh dear, you really are becoming quite insufferable.  I would imagine it's because you're drunk."
ang," Not very funny, dear, you better have some more brandy."
ang, Why?
ang, There aren't any people upstairs; it's a photographer's studio.
ang, They're away in Tunis.
ang, Turn it on again.
ang," Fine, if you insist on being completely insolent."
ang, Turn it off.  It is driving me mad.
ang," Well, do try to control yourself darling."
ang, Turn it off.
ang, You really do need to develop uh a clearer head.
ang, Turn it off.
ang, I- I hate you.
ang, Amanda-- Listen- Listen-
ang, I hate you.
ang," No, no.  I'm tired of listening to you.  You're boorish and idiotic and completely overbearing."
ang, Very music- amusing indeed.
ang," Yeah, very amusing.  Let me go.  I'm getting out of here.  I can't believe I intended to marry you."
ang," You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again."
ang," Oh, marry you again?  I must have been insane.  What was I thinking?  I mean, you're completely outrageous."
ang," Shut up, shut up.  I wouldn't marry you again if you came crawling to me on bended knee. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again."
ang, Beast; brute; cad; whore
neu, Can I help you?
neu," Oh, this- this form that you have is the wrong form.  You need to go over to the other line on the other side of the D.M.V.."
neu," Right, but this is the wrong form.  Somebody gave you the wrong form."
neu," Yeah.  So, I can't -- I can't do anything-"
neu," No, but this is for um- replacements and you need a new -- whole new license as a California --"
ang," I'm not getting a -- well, you wait in this line and not get an attitude."
neu," No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did."
neu, I know.
neu, Yeah.  I know it's gonna take a minute.  But you-- so you might as well get started now.
ang," Wouldn't you? Oh, come on.  you just tell me.  You would make an exception for me."
ang, I'm gonna- I'm gonna bring security over and have them escort you out.
ang," Well, that's unfortunate, sir.  You're gonna have to go stand in the other line now."
sad," Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq."
sad," I know it's really crappy timing, but I don't have a choice."
sad," I don't have a choice.  I have to go.  If I don't go, they'll come and take me."
sad, I know.
sad, I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-
sad," tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it."
sad, I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?
neu, What would be the worst that would happen if they found you somewhere else?
sad," Well, they're so young."
sad, I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.
sad," I'm gonna be in Bagdad, just doing security."
sad, I just want to be honest with you.  I don't want you to .
sad," but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?"
sad," I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?"
sad, No.  It doesn't.  And you can't think like that.
sad, I don't want you to -- I know.  I know. You can't worry about me.  You've got to worry about the kids.  And you've got to take care of the kids for me.  Okay?  Take care of the kids for me; all right?
sad, It's just so much.
sad," I'll miss you, baby."
sad, [GARBAGE] You have to write me everyday.
sad," All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?"
sad, yeah yeah yeah.
hap, You you record every second.  You record every second because I want to see it all.  Okay?
sad, okay.
sad, [GARBAGE]
hap, Guess what?
neu, what?
hap," I did it, I asked her to marry me."
hap," Yes, I did it."
hap, When?
hap," Oh my god, it was just last weekend."
hap," Oh, what, how- where how did you do it?"
hap," She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?"
hap, Okay good. I I assumed.
hap, oh-
hap," I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up."
hap," You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there.  And then, I- it's great. Um- You have to climb this little rock-"
neu, uh-huh
hap," and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing."
hap," Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-"
hap," And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring."
hap," And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?"
hap," Oh, my God.  That's so dramatic."
hap, Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.
hap, so cute.
hap," No, it's totally original, though."
hap, oh.
hap," Yeah.  And she said yes.  And she cried, of course."
hap," Oh, Then you had a whole weekend of camping?"
hap," Yes.  We did that in the beginning, exactly.  So we had, so we just had, you know, good times the rest of the weekend, yeah."
hap," Oh, right. sure [LAUGHTER]"
hap, It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.
hap, So where are you going to have your wedding?
hap," We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?"
hap, Yeah. of course.
hap, Okay Okay.
hap," Um- And she wants you to be in it, too.  She loves you so much. She thinks you're the sweetest.  Of course, you are.  You're You're my best friend so-"
hap, Where is she right now?
neu," oh, She's back at work. yeah."
hap," Yeah,I'll hang out with the both of you."
hap, Of course.  We'll go out to dinner later this week.
hap, yes.
hap, It will be perfect.
hap, Oh I'm so excited for you.
hap, oh.
hap, She's the one.
hap," Oh, my gosh.  You told your parents already? and everything"
hap, Of course.  I told them right away.  We called them all right them.
hap, Are they so excited?
hap," Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know."
hap, She wants grandkids. So we'll be working on that right away.
hap, Are you guys gonna have kids?
hap," Of course, we're gonna have kids, like three at least."
hap," She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that."
neu, Are you going to start right away?
hap," Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable."
neu," Yeah, have you ever like lived with someone else before?"
hap," Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah."
hap, But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.
neu, Oooh
hap, it's great. I'm a lucky man.
hap," That's incredible yeah ,Congratulations."
hap, Thank you.
neu, Really? It's been that long?
neu, Wow.
neu, What have you been trying?
neu, Right.
neu," Well, I mean, right now I'm just doing a little bit of everything.  And I don't- I don't think that I'm in like a profession, like career oriented place."
neu," You plan on being there forever? I mean, Like, what do you --"
neu," No.  I'm just working in restaurants and stuff. But, I'm also trying to audition and what not.  So, it's --"
neu, yeah.
neu, right.
neu, Really?
neu," L.A. is really hard.  I mean, have you tried like just going into a bar a couple of times to make friends with people who work there? and"
neu," I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just"
neu, are you going into the bars every night?
neu," Well, I don't really know.  I don't I don't know you in like a job situation, so."
neu," Wow.  I don't -- I mean, do you- do you have an attitude problem when you're on the job?"
neu, Maybe [garbage].
neu," Right.  Maybe you have, like, you know a little bit of an abrasive vibe or something."
ang, An abrasive vibe?
neu, I don't know.  I'm I'm just trying --
ang," Let me know that's -- that's fine.  You think I have an abrasive vibe, whatever.  You're entitled to your opinion, of course.  Maybe that's why I don't have a job."
neu, Are you getting defensive?
neu, Yeah.  That might be something you want to look at.  I mean --
neu, Okay.
neu, I understand.
neu," Yeah, it's stressful.  I recognize that."
neu, ah.
neu," Not- Not selling pot, right?"
neu, Okay so.
neu, Fair enough.
neu," Sorry.  So, let's see.  What else?  What's available? What? Um.  Hmm."
neu," Well, not off the top of head.  It will just take you know take a minute.  But do you have any, like, special skills?"
neu," Well, maybe we can find you something with juggling."
neu, Have you checked out Craig's List and stuff?
neu," What if you do kids parties? oh, come on."
neu, Okay.  All right.
neu," Okay.  Well, fine. we won't- I won't argue with you about that."
neu," That's rough.  I'm really sorry, Ryan."
neu," Well, um, is that kinda like the side of you that you let people see when you go into these job interviews?"
neu," Okay.  Well, that's good.  Yeah, I mean, you're you're- when you're happy you're a pretty personable guy.  And I don't --I don't"
neu, I can't see where the issue would be. so
ang," Yeah, well thanks for your help."
sad, I'll need it.
neu, Hi. Um-  My luggage didn't come out of the conveyor thingy.
neu, Hmm. Hmm.
neu," So, um, what do I do?"
neu, How long ago was that?
neu," Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late."
neu, Uh-Hmm.
neu," And so I waited there, but nothing came."
neu," Um, okay.  Well, you can fly- file a claim.  Where were you coming from?"
neu," I was coming from um the Midwest, like Iowa."
neu," So, within the country, though? umm"
neu," Yeah, I know I was in the country.  I mean, it's not that complicated."
neu," Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the --"
neu," Well, I would hope so."
neu," Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost."
neu, People lose --
neu, yeah.
neu," You know, this is actually, I mean it's -- it's a really important piece of luggage."
neu, Okay.
neu," I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything."
neu, Did you have insurance on your flight?
neu," No, you have to buy it now.  It's like thirty dollar extra."
neu," well, it's something that worth"
neu," yeah, I don't know."
neu, Chances are it's probably just you know -- taking time being um- unloaded from the airplane.
neu," Um, well, there's not much I can do.  I can, you can file this report and we'll call you when it comes in."
neu, wow.
neu," Wow.  Well, that's really important, obviously.  But, um --"
neu," Uh- Actually, I don't know that that's legal. Um- it is the issue"
neu," Yeah I mean, Your bag might have been confiscated because it's --"
neu, -- it's a biohazard. so- um
neu, Yeah.  Let me just call security.
neu, [LAUGHTER] Okay.  Hold on.
neu, Thank you
sad, I just got some bad news.
sad," My friend, Shotty, passed away."
sad," Oh, I'm so sorry"
sad," The end, he's been sick for awhile.  He had cancer."
sad," Oh, my gosh."
sad," Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything."
sad," You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna --"
sad," he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life."
sad, What did he do?
sad," He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was --"
sad," he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life."
sad, And he's gone now and I  -- I just can't believe it.
sad, Yeah.  I'm so sorry.
sad," I mean, one second you think, you know, you're just having a conversation and then --"
sad," you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time."
sad, You guys have been-
sad," And now I don't have that person anymore, you know.  And it's -- -- it's just, you."
sad," You think that things get easier, you know, as you as you get older and you -"
sad," and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-"
sad, I'm sorry. I-
sad," You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?"
sad," Wow, Ryan I know that you are hurting right now but I don't think you always feel like that."
sad," No, you're right.  I don't.  You're right."
sad," Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it."
sad, Yeah. I understand.  I think it's really healthy to grieve.
sad, I just miss him.
sad, If there's anything I can do to be there for you.
sad, Thanks.
hap, Guess what?
hap, What?
hap, I got it.  I got accepted to U.S.C..
hap," Oh, for real?"
hap, Yes! I just found out today.  I just got the letter.
hap," oh,I'm so glad."
hap, I know. I know.  I'm so excited.
hap, What are you gonna study?
hap," oh, Theater. yeah, yeah."
hap, Really? Are you doing the M.F.A. program?
hap, yes.
hap, oh-
hap, I heard it's so tough to get into.
hap, It's exactly what I wanted.
hap, That's awesome.
hap," I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-"
hap," Yeah, that's awesome."
neu, No.
hap," Uh huh.  Yes, seriously, for years."
hap," Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other."
hap, I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].
hap," What are you, wait, what are you doing?"
hap," Um- I'm gonna be studying at U.S.C., too."
hap," Perfect!  Oh, my God.  Are you staying, are you going to live on campus?"
hap, Yeah.  Totally- Well where are you going to live?
hap, We are gonna have a great time.
hap," [garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus."
neu, Oh yeah.
neu, Good tradeoff
hap," I just want to be really close to things, you know.  I know it's not exactly the best neighborhood in the entire world. But uh-"
neu, I don't- I don't think it's that bad.
hap," I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway."
neu, yeah.
hap," They don't live here.  They don't know, right?"
neu," Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more"
hap, yeah.
hap, Exactly.  You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.
hap," Right, Exactly."
hap, Oh I'm so glad.
hap, yeah.
hap," So when do you know, like, where you're gonna live? and-"
hap," Well, I don't know.  I've got to go look for a place."
neu," Oh, wow."
hap," Yeah, yeah.  I- I don't- I don't know.  Do you have any suggestions?"
neu, Um-
hap, You know the area better than I do.
neu," Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well."
neu, Um- How many people do you want to live with?
hap," Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?"
neu, All dudes?
hap, I don't care. I don't care.
neu, Um- I think I have some friends.
hap, yeah?
neu, yeah.
hap, That would be perfect.
hap," There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap."
hap, Really?
hap, Really?
neu, yeah.
hap, Cheap is exactly what I need- Because I have no money at all.
neu, Okay.
hap," But, uh--"
hap," Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah."
hap," You've got a lot- oh, awesome."
hap, Oh cool.
hap," So it comes Indian like. And you know I'm kind of smart, so."
hap, Yeah.
neu, totally.
hap, good for you.
hap," And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go."
neu, the way to do it.
hap," Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care."
hap," Wow, are you so excited?"
hap, It's just you know a dream come true.  How could you not be excited about a dream come true?
hap," You're gonna be so busy, too. You're going to have to work so hard."
hap," Oh I know, I know."
hap," But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?"
hap, Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.
hap, All right.  Wow.  So exciting.
hap, I had to tell you right away.  I knew you'd be excited.
hap, We'll have fun.
hap, Yeah.  We'll have so much fun.
hap, Great.  Okay.
neu," D.S.L. Extreme, can I help you?"
neu, This happens every two weeks?
neu, You've lost your connection.
neu, okay.
neu, Hmm.  Mmm.
neu, Has somebody tried to pin your site?
neu," Uh, yeah.  We've pinned it a couple of times."
neu," Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?"
neu," Pretty much, yeah - I don't know if it's, like, bad phone lines or something."
neu," Well, you know what, does your D.S.L. cable -- you have D.S.L., right?"
neu, Hmm. Mmm.
neu," Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --"
neu, yeah.
neu," It goes- It goes, like, through doorways.  But it goes a long distance."
neu," Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished."
neu," Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on."
neu," Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --"
neu," Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?"
neu, Uh huh.
neu," Okay, And uh- go ahead and click on run."
neu, All right.
neu, Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?
neu," Yeah, I see that."
neu," Okay Uh- You've got your C calling, go ahead and type in directory list."
neu, Okay.
neu, And hit enter.
neu, Okay.
neu, Okay?  Can you tell me what that says?
neu," Uh, it it's like a bunch of different letter and numbers and stuff."
neu," Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter."
neu," Uh huh, Okay."
neu, Okay?  Does it list your IP address there?
neu," Uh, yeah looks -- no, no.  It's set to zeros."
neu," It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again."
neu," Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --"
neu," Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore."
hap," Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now."
neu, I completely understand.
neu, Absolutely. And I just don't want that to happen to you anymore.
neu, Absolutely.  It's a new service we are offering.
hap," Yeah, accountability.  It's awesome."
neu, Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?
hap," Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind."
hap," Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with?"
hap, No.  I'm just gonna go have a fantastic day now.
neu, All right.  You have a wonderful day.  Call us anytime.
hap, Okay.  Thanks.
hap," All right.  Bye, bye."
sad, What's he going to say?  Maybe we should tell him before he sees it.
sad, When?  I was the first one up.  He was still in bed.  How could he have seen it?
sad, Did you talk to him?
sad, No.  I figured it was best to leave him alone.
sad, He cried hard?
ang," Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?"
ang, For Gods sake!  Three years!  Nobody comes back after three years.  That's insane!
ang," The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry."
neu, You know.
neu, I'm going to ask her to marry me.
ang," Well, what do you want me to do?  You're old enough to make- to know your own mind."
ang," Oh, so it isn't just my business?"
ang, You infuriate me sometimes.  Do you know that?  God.
ang," Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things."
ang," I ignore what I got to ignore.  I mean, the girl is Larry's girl."
ang, She is not Larry's girl!
ang," From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?"
neu," Well, you're a considerate fella, there's nothing wrong in that"
ang, To hell with that!
neu, Have you asked Annie yet?
neu," Well, what if she feels like your father?  And how do you know she will marry you?"
neu," Well, the trouble is you never saw enough women."
ang, So what?  I'm not fast with women.
ang," I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy."
ang," But if that can't happen, I'll just have to get out."
ang," I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York."
ang, Are you crazy?
ang, I have been a good son for too long.  A good sucker.  I'm through with it.
ang," Yes.  On this, I would."
ang," Well, you help me stay here."
ang," All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you."
ang, Just don't think that way.  Do you hear me?
sad, What's he going to say?  Maybe we ought to tell him before he sees it.
sad, He was out here when it broke.
sad, About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.
sad," I don't know.  But after he saw it, he ran back into the house and started crying in the kitchen."
sad, No.  I figured it was best to leave him alone.
sad," Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad."
ang," Isn't it your business, too, if I tell dad and he throws a fit about it?  You have such a talent for ignoring things."
ang, She's not Larry's girl.
ang, what to hell with that!
neu, Have you asked Annie yet?
neu," Well, how do you know she'll marry you?  Maybe she feels like your father does."
neu, The trouble is you don't see enough women.  You never did.
neu," Well, that's a good reason.  But it don't mean a thing. I mean, You haven't seen her since you went to war.  It's been five years."
sad," Now, what's going to happen to your father, do you know?  I don't."
ang," I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy."
ang, But if that can't happen then I'll just get out.
ang," I'll get out.  I'll go get married someplace else, I- I'll live someplace else, maybe New York."
ang, Are you crazy?
ang, The business?  The business doesn't inspire me.
ang, Must you be inspired?
ang," Yeah, I'd like one hour a day.  If I have to grub for money all day long, I'd like to go home to something beautiful.  I'd like a family.  I'd like some kids."
ang, You don't want to think like that.
ang," Well, I am thinking like that."
ang," No, you don't.  I'm a pretty tough guy."
neu, Why does that bother you?
neu," Well, maybe maybe he just wanted to see her again."
neu, Nobody comes seven hundred miles just to see.
neu, Why do you think he's even thinking that?
neu, He's got that about it.
ang," What's going on here, Joe?"
ang, You above all have got to believe.
ang," What's that suppose to mean, me above all?  Look at you, you're shaking."
ang, I can't help it.
ang," What have I got to hide, Kate?  What the hell is the matter with you?"
neu, You're the only one I know who loves his parents.
hap, It's all right.  It's a good thing.  It's lovely here.  The air is sweet.
hap," So, you're not sorry I came?"
neu," Well, your mother, first of all, pretty much told me to leave."
neu, Well-
neu," I figured they would, your mother at least."
neu," Well, from her perspective, I mean, why else would I come here?"
hap," You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything."
hap," Oh, Chris I've been ready for a long time."
sad, I almost got married two years ago.
hap, You felt something that far back?
hap, Everyday since.
hap," Well, I mean, until then you never wrote and when you did, what did you say?  I mean, you sure can be ambiguous."
hap," oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that?"
hap," Oh, Annie, we're gonna live now.  I'm going to make you so happy."
hap, Not like that you're not.
sad," Like Larry's brother.  Do it like you, Chris.  What's the matter?"
sad, Lets go for a ride.  I I- I want to be alone with you.
sad," No, nothing like that."
sad, Even in your letters there was something ashamed.
sad," Yeah, I suppose I have been.  But it's going for me."
sad, You have to tell me.
neu, I don't I don't know where to start.
sad, It wouldn't work like this.
sad, It's so mixed up with so many other things.
neu," Yeah, sure."
sad, I lost them.
sad, How many?
sad, Just about all.
sad," It- It takes time to toss something like that off,I mean, because they weren't just men."
sad, I know it's it's just a little thing but that's just the kind of guys I had.  They didn't die.  They killed themselves for each other.
sad," I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down."
sad, It was and then I went home.  And it was incredible.  It didn't have any meaning there.
sad," I felt what you said, ashamed somehow because nobody had changed at all."
sad, And I guess that included you.
sad, Do you still feel like that?
sad," I want you now, Annie."
sad," Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included."
hap," Oh, Annie,"
hap, [LAUGHTER] What will I do with a fortune?
hap, Annie I am going to make you a fortune.
hap," What time is it?  They're supposed to run around midnight.  Oh, this is great, isn't it?  Look at the night we've got here.  It couldn't be better.  Actually, I wanted to go a little further up the coast you know to get away from all the lights and the people.  I was afraid we might miss it though, so how are you doing?"
sad, Fine.
hap," What's that? Is that- Wait, is that foam?  I can't even tell.  Oh Actually, I guess if I can't tell then it probably isn't it, is it?  It will probably be unmistakable, don't you think?"
hap," This is great.  How are you doing?  Oh, no.  Oh, do you know what I did?  I forgot the flashlight.  How could I be so stupid?  I forgot the flashlight."
neu, What flashlight?
hap," The flashlight.  The silver one.  There's only one, isn't there?  Stupid."
hap," Oh, no, of course, our flashlight.  Me flashlight is to you flashlight, naturally."
hap," How could we have forgotten it? Well, I hope the moon stays out.  I wonder, do they always run during a full moon?  I can't remember, was the moon full last year, do you remember?"
hap," Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now."
hap," I can't believe I forgot.I'm like a little kid.  I'm surprised I made it out of the house with my fly zipped. Oh, [LAUGHTER]"
hap," Oh, I wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something"
hap, Do you want my jacket?
hap," Honey, it's a natural phenomenon.  I mean, this kind of thing only happens once a year.  It's a great opportunity."
hap," I mean, Think about people in Kansas, they've got to get like you know plane tickets and hotel reservations just to see this.  We're just forty minutes away.  It's just too good of an opportunity to pass up."
hap," Yeah, but all that time on the beach is the highlight of their little lives.  You know,"
hap," and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that."
hap," I mean, this is a big night for these guys.  You know, life's last orgy."
hap," All right.  But they are fish that do something no other fish do.  Like the swallows were turning into Capistrano or Lemmings jumping off the cliffs, you know like that. There's- There's magic here and mystery.  And a little bit of the unexplainable.  You know, I can't see how you could not be interested."
sad, I'm just not.
hap," Look there.  What is that?  Is that -- Oh No, that's seaweed."
hap," Oh, this is great.  I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second;"
hap, somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And-
