EMOTION,TRANSCRIPTION
neu, Just cash hardcore.
neu, Yeah.
hap, What should we do?  Where should we get married? We should have party.
hap, How exciting. You should have a wedding on the beach.
hap," Yeah, like a big like- A wedding on the beach, that would be nice."
hap," Yeah, at night."
neu, And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.
neu," Oh yeah, absolutely, absolutely."
hap, How exciting.  You should make her bring all your friends too.
hap, I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.
hap, [GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.
hap, Incredible.
hap, I'm going to marry a blue blood. [LAUGHTER]
hap," you're a lucky, lucky, lucky man."
hap, Will you help me plan?
hap," Oh, totally. Yeah."
neu, You seem kind of down.
neu, What do you mean?
neu, There's a lot of people looking for jobs.
neu," I don't know, I mean, I just don't think..."
neu, Did you ever think it might be your attitude that's...
neu," I don't know just sometimes you get kind of... No, I'm not saying that.  I just--"
neu, ...has anyone ever just said anything like that to you before?
neu," Right, sure."
neu," But I mean you kind of got to, you got to fake it 'til you feel it, right?"
neu, I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.
neu, No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.
neu, No.
ang, What?
neu," Well, you know a little.  If you were to listen to--"
neu, I just don't want you to fly off the handle.
neu, You kind of have a short fuse.
neu, Yeah.
ang," Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it."
neu," Like this, right now we're trying have a conversation."
neu, We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.
neu, I can't finish the sentence with you without you jumping in...
neu, ...and you're always right.
neu, You have an excuse for everything.
neu, I'm just saying that maybe you should take in some information before you produce more of your own.
ang, I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.
neu, [BREATHING]
neu," Well, what kind of field are you looking to go into?"
neu, That's it.
neu, Can I help you?
neu, I need a little more information.
neu, What- What flight did you come in on?
neu, Georgia?
neu," There's no need for you to raise your voice, sir."
neu, I've been college educated.
neu, I speak your language.
ang, Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?
ang," Listen, shut your smug mouth, okay?  I don't need that."
neu, I'm just saying you don't need to talk to me like I-
ang, I've been sitting here for four hours.
ang, You people have just been tossing me around like a used hanky.
ang, You work here.
neu," Details, Details.  Well, anyhow can I--"
neu, so you flew in from Atlanta...
neu, Four...Four hours ago.
neu, Do you have any i-?
neu, I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.
neu, I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
neu," I have some unfortunate news, uh, that your bag isn't going to be--"
neu, --arriving any time soon.
neu, I'm really sorry to tell you this but...
neu, Okay.
neu, It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...
neu, ...and your future...
neu, No.
neu, Yes.
neu, We've actually...
neu, They do as matter of fact.  We don't like to publicize it because
neu, people wouldn't Fly our airline.
ang, Probably people that work for your company huh?
ang, Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?
neu, What was that?
ang, My computer which has all of my data which I'm collecting right now.
neu, That's unfortunate.
ang, Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.
neu, That's too bad.
ang," Fifty dollars is not going to cover me for my job, okay?"
neu, I wish I could give it to you.
ang, Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.
neu, I wish I-
neu, That's not - no.
neu, No.
ang, It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.
neu, We have plenty of aggressive searching going on it's not there.  Someone's taken it.
ang," Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes."
ang, I know what you guys do when you're not working you're union people; you just sit around on your ass.
ang, Thank you very much.
neu, You okay?
sad," Yeah, I'm just-- yeah"
sad," Just kind of feel numb, you know."
neu, What's happened?
sad, You didn't even hear?
sad, [BREATHING] Umm.
sad, God I've told this story so many times. Umm.
neu, You don't have to if you don't want to.
sad, I just...I just basically lost someone that was really close to me.
sad," And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because..."
sad, I'm sorry to hear that.
sad," He kind of didn't have anyone to take care of that for him, so--"
sad, You've been taking care of it all?
sad, Oh Jesus.
sad, It's just really...really messed up.
sad, He sick for awhile?
sad, No.
sad, Just like it.
neu, Was it an accident?
sad," No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --"
neu, how was sick?
sad, What?
neu," Well, I'm confused.  He was sick or it was an accident?"
sad," He was sick. He got sick. He got sick but it happened really, really fast, you know."
neu, Oh. Really fast? Oh.
sad, It was kind of like boom... done
neu, Yeah.
sad, It's just really weird because he was really young you know and it kind of like...
neu, Yeah.
sad, --it just kind of freaks you out.
neu," Totally, yeah."
sad, So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.
neu, Mmhmm.
neu, Lock
neu, Mmhmm.
neu, The plans you make [GARBAGE].
sad," Exactly, you know, and like he had so many plans and he was going to do..."
neu, It leaves a hole for you too.
sad," so many things, you know?"
neu," It leaves a hole for you too, in your plans together."
sad, What?
sad, Yeah.
neu, It gets better.
sad," He was a really, really good guy."
neu, Mmhmm.
sad, A lot of people loved him.
neu, MMhmm.
sad," You know, it's like affecting a lot of people it's not just me, you know?"
neu, Mmhmm.
neu, How long did you know each other?
sad, Umm...
sad, For like eight years.
neu, That's a long time.
sad, Yeah.
neu, It's good that you were there.
sad," Yeah, I'm glad I was there. Glad I- glad I got to be there."
sad," So weird,"
neu, Yeah.
sad," like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know."
neu, Are there things you wish you'd done differently?
hap, Check this out.  You know how I've told you I've been really into like softball recently?
neu, Yeah.
hap," Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball."
hap, [LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?
hap, For softball.  They're going to pay me to go to school. Isn't that awesome?
hap," Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here."
hap, Pinch hitting softball.
hap, That is incredible.
hap, That's amazing. They pay for everything?
hap," I know. For softball, yeah."
hap," Your housing, books, everything? That is incredible."
hap," Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?"
hap, That is incredible. Do you get like a per diem?
hap," I don't know. I should ask. Yeah, I will."
hap, You should...You should look into that.
hap," That is amazing, congratulations. Good for you."
hap, Thank you.
hap, But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.
neu, Oh.
hap," Yeah, that you probably. You should see one of these Victorian houses around by."
hap, Where should I move?
hap," That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right."
neu, Oh. Venice beach.
hap," Oh, you don't like that. You're west-sider?"
hap," Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know."
hap, Professional softball player Malibu. [LAUGHTER]
hap, I don't know. Commuting from what Malibu that would be ridiculous.
hap," Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly."
hap, Oh yeah. He'd drop you right off at practice?
hap, They have those neon--softballs.  They're like day-glow you can see them anywhere.
neu, Oh. That is incredible. Is it--
hap," do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that."
hap, They do it's--believe me it's huge.
hap, Who do you play? Like do--are you like... nationally ranked?
hap, I just got into it. I just kind of fell into it. Literally I was walking around and...
hap, That is unbelievable.
hap, It's pretty wild.
hap, I would put that right up there with--ping-pong.
neu," Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]"
hap, I mean not to denigrate what you are doing.  I think that's great.
hap," No, no.  I love softball. I played softball all the time."
hap, I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.
hap, For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?
neu, Yeah we have like away games and stuff.
neu, But you know I'm like [GARBAGE].
hap, You're like the rookie? The new kid.
hap, Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER]
hap, I'm going to have a mustache...On the force...
hap, Pull over..
neu, He saw it.
neu, I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.
sad, I don't know.  But he went back in the kitchen and he cried.
sad, Did you talk to him?
sad, No.  I figured I'd just let it wait.
sad, Cried hard?
sad," Yeah, I could hear him crying through the floorboards in my room."
sad, [BREATHING]
sad, I don't know.
ang," He's dreaming about him again, walking the streets."
sad, I guess he is.
ang, What do you mean a mistake?
ang," What, can you prove it?  What proof do you have?  Can you prove it?"
ang," To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?"
ang, The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--
ang, Why?
neu, I'm going to ask her to marry me.
ang," Well, what do you want me to do?  You're old enough known your own business."
ang," See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?"
ang, I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.
ang, She is not Larry's girl.
ang," From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know."
neu, You're a considerate fellow.  There's nothing wrong in that.
ang, To hell with that.
neu, Did you ask Annie yet?
sad," No, I wanted to get this all sorted out first."
ang, I don't see why it has to be Annie.
ang," That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years."
sad," He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead."
ang," Do you know what that'll do to you, to your father, do you know?  I don't."
ang, Are you crazy?
ang, You have a business here.  I said what the hell is this?
ang, Business?  The business doesn't inspire me.
ang," Oh, must you be inspired."
ang," Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that."
neu," Yes, on this I would."
ang," Well, you don't want to think like that."
sad, Then help me stay here mom.
ang," All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you."
sad, Then help me stay.
ang," Well, you don't think like that."
ang, I am thinking like that.
ang," I don't understand you, do I?"
sad," No, you don't.  I'm a pretty tough guy."
ang," Well, I can see that."
ang, Why did he invite her here?
neu," Well, maybe he wanted see her."
ang, It's been three and a half years.  Why all of a sudden?
neu," Well uh, He grew up next door to the girl, why wouldn't he want to see her?"
ang," What is going on here, Joe?"
ang, The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.
neu, And how do you know why she's waited.
ang," I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense."
ang," Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look."
ang," Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself."
ang, You above all have got to believe. Just don't stop believing.
ang, What does that mean? Me above all? What does that mean?
ang, Look at you. You're shaking.
ang," What the hell do you want from me, Kate?"
neu, The only one I know still love his parents.
hap," Yeah, that kind of went out of style didn't it?"
neu, Oh it's not bad thing it's good thing.
hap, You're not sorry you came?
sad," Not sorry, no.  I can't stay here."
sad, Why not?
neu, For one thing your mother as much as told me to go.
sad, [BREATHING] And then you've been kind of...
neu, What?
sad, You've been kind of embarrassed ever since I got here.
neu, You did?
neu, From her point of view why else would I come?
neu, Yeah--
hap," Ann, I love you.  I love you."
neu, I almost got married two years ago.
neu, Why didn't you?
hap, Everyday since.
hap, why didn't you let me know?
hap," Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know."
hap, I kissed you.  I kissed Annie.
hap, I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.
hap, I kissed you.
sad," Chris, what's the matter?"
sad, Do you want to go somewhere?  Let's go.
sad," No, what is it?  Is your mother?"
sad," No, no, it's nothing like that."
sad, I don't know it's--it's complicated. But it's going from me now.
sad, You got to tell me.
sad, I don't know.
sad, It's kind of all mixed up with all these other things.
sad, Wouldn't work like this.
sad, you know over seas I was in command of the company?
sad," Yeah, sure."
sad, Well I lost them.
sad, How many?
sad, Pretty much all.
sad, [BREATHING]. Geez.
sad," Takes awhile to toss something like that off.  I mean they weren't just men, you know."
sad," For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks."
sad, He just put it in my pocket that's the kind of guys I had.
sad," They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today..."
sad," And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument..."
sad," You know, that they were bringing something on to this earth, a kind of sacrifice you know."
sad," I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all..."
sad, You know.  I went to work with dad and I started that whole rat race again...
sad, And no one had changed it was just like sort of random bus accident to them.
sad, Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.
sad, 'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...
sad, And if you can't see that then it's just loot and there's blood all over it.
sad, I felt ashamed and I didn't want any part of it.  I guess I included you too.
sad, Do you still feel that way?
sad, I want you to know Annie.
hap, I'm going to make a fortune for you.
hap, What would I do with a fortune?
hap," What time is it?  God, this is great, isn't it?  I can't believe it."
hap," Of course I did want to a little further up the coast you know get away from all the lights and people and everything.  Is it midnight, do they always start at midnight?  Is that what it is midnight?  How you doing, huh? You okay?  That's good."
hap," Look, there what's that, what's that?  Is it--"
hap," Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?"
hap," Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?"
neu, Flashlight the silver one.  There's only one isn't there?
neu," Oh, well, yeah of course."
ang," You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?"
neu," Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight."
neu," Gosh, I should have brought it. I can't believe I forgot that."
neu, No.
hap," You know what we should've brought a blanket too.  Man, our blanket, our blanket.  Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack."
neu, I'm fine.
hap," Oh yeah, I'm so excited right now I'm like a kid."
hap, I can't believe I got out of the house without my fly zipped up even.
hap, I wonder if they can hear me talk
neu, Right.
neu, That's my point too.
ang, Then let's go.
ang, People in Kansas would have to get plane tickets and make hotel reservations to see this.  It's only forty minutes away; it's just too good to pass up.
ang," Pass what up?  These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die."
neu," Yeah, they do."
hap," Well, okay whatever, okay but it's a fish who do something that like no other fish do, you know, it's like those swallows that return to Capistrano or those like those lemmings that jumped off the cliffs, you know."
hap," It's like a little bit of the unexplainable, a little magic, a little mystery.  I just don't see how you can not be interested in this."
ang, Yes.
ang," Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions."
neu, We just weren't in a good spot though.
ang, We didn't see them the year before either.
neu," Come on, trust me I got instincts for these things, okay?  So just--just think about it all right?  Okay, I know you're not interested, think about it..."
hap," Out there, there's like this big mass of silver fish they're heading this way..."
hap," They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction..."
hap, They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...
hap, Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...
hap," And form the line and started swimming, swimming that would bring them to this point here..."
hap, It's like urgency that's pure urge you know.  It's single-mindedness with no mind.
hap," It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm."
hap, ...to this spot for this massive celebration of like sex and death...
hap," Look at this, my hairs are standing up my arm. I'm giving myself goose bumps."
neu, That's the wind.
hap," Well, so?  What do you think?"
neu, Can I ask you a question?  Are you on your period?
ang," Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting."
ang," I just, we just have different ideas of what this evening is supposed to look like."
ang," Because they never do.  Do they, have they ever?"
neu, We missed them twice.
ang, Twice is every year we've tried that's ever.
ang, No we won't.  It's pointless it's like a waiting up to see Santa Claus.
ang," I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show."
neu," you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine."
neu," Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go."""
neu, So I'm putting the animals out we're getting the car to the garage and--
neu, Do you remember the first year we came here? It's about four years ago right after we got married.
sad," And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be."
neu," Wait a minute, I've got it."
neu," It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?"
sad, I'd rather not remember some things.  I'd rather not hope for some things.
neu," Oh right sure, of course."
sad, No.
neu, You want me to go get some champagne?
sad, No.
neu, Do you want to take off our shoes?
neu, What? Huh?
neu, You want to get married again?
ang," A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?"
ang, I want something to turn out the way that it's supposed to.
ang, You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.
sad," No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--"
sad, No.  You know what you get?  You know what you get?  You get this.
ang, This what?  What is this?  This isn't even anything.
neu," Yeah, it is."
ang," Oh, sure this is standing on the beach, this is waiting, fighting."
neu, Right.
sad, This isn't anything like I thought anything would be.
sad, I know me neither.
sad, This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?
sad, I'm doing the best I can.
sad," I know that Augie, I really do."
sad," I just can't help wishing that I was somebody, somewhere else."
sad, Maybe if you were with somebody else too?
sad, I didn't say that.
sad," No, I know but--I know I don't make you happy."
sad, Yeah?
sad," You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself."
hap, Look what we got here.
neu, It's not champagne.
hap, I guess we don't need glasses.
neu," Are you cold, huh?  Do you want to go home?"
hap, I'm beginning to think you might be right.  I think this might be the spot after all.
sad," Augie, I'm sorry."
hap, Shh...
hap," If we are really quiet, the fish might come."
neu, Or not.
neu, Or not.
hap, Now and always sweet.
hap, I don't care then.
hap, It had to happen sooner or later.
hap, [BREATHING]
hap, Oh. Behave exquisitely...
hap, With perfect poise...
hap, [LAUGHTER] I think I shall do a court curtsey.
hap, Ah...
hap, [LAUGHTER]
hap, Ah...Strange...
hap, Mmm...
hap," Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?"
sad," Darling, don't say that."
hap," Oh, yes meaning just that."
hap," Oh, dear god what is that all mean, dear god?"
hap, [LAUGHTER] Don't laugh at me I'm being serious.
hap," You mustn't be so serious, darling, it just what they want."
hap, Flippancy brings out the acid in their darn sweetness and light.
hap," Mmhmm If I must laugh at everything, I must laugh at us too."
hap," How long will it last, this ludicrous, overbearing love of ours?"
hap, We are figures of fun all right
hap, Ahh...who knows.
hap, Shall we always want to bicker and fight?
hap, If one of us dies...
hap, I think you're talking nonsense.
hap," Let's pity the poor philosophers, huh?  Let's enjoy the party for as long as we can, okay?  Let's blow trumpets and squeakers and sit like small idiotic school children. [LAUGHTER]"
hap," Come here darling, kiss me"
hap, before your body rots and worms pop out of your eye sockets.
hap," See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome."
hap, Do you remember that row we did have in Venice?
hap, Which particular one?
hap," Oh, Charles.  That was his name Charles. He did wriggle so beautifully."
hap, But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.
hap, Cannes...mmhmm...
hap, The manager came in he found us rolling about the floor.  [LAUGHTER]
hap, I will never forget the look on his face.
hap, Scratching and biting like panthers. [LAUGHTER] Oh...
hap, oh...
hap," Utterly, utterly ridiculous."
hap, oh...[LAUGHTER]
hap, We were very much younger then.
hap, Very much sillier.
hap, Oh you knew there was nothing in that.
neu," Well, what of it?"
neu," No, thank you."
neu," I'll have a little, I think."
ang, I don't see why you want any you already had two glasses.
neu," Oh, you know no particular reason besides they are very small glasses."
ang," Don't be stupid, what?"
neu, Are you going out somewhere dear?
ang, Well it's a woman's duty to allure the man. Watch me a minute will you?
ang," You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable."
ang," You know what?  You snap, you snap, you snap you're like a little adder."
ang, Nonsense.  They have a bag of venom behind of fangs and they snap.
ang, They sting.
ang," I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops."
ang, Did you see much of Peter Burden after our divorce?
ang," Yes, I did quite a lot."
ang, I suppose you let him just kiss you or good deal more than too.
ang," Oh, mind you own business."
ang," I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how."
ang," You're quite insufferable, I expect it's because you're drunk."
ang, I am not in the least bit drunk.
ang, You always had a weak head.
ang, I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.
ang," On the contrary, a child two could get violently drunk on only one glass of brandy."
ang," Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots."
ang, Shut up.
ang, Not very funny darling.  Why don't you have some more brandy?
ang, That's a very good idea I think I will.
ang, Would you uh...turn that off please? You're going to wake the people upstairs.
ang, Why?
ang, Well then you'll wake the people downstairs.
ang, They are away in Tunis.
ang, This is no time a year for Tunis.
ang," Turn it on again, please."
ang, I will do no such thing.
ang, Very well if you insist on being boorish and idiotic.
ang, Turn it off. It's driving me mad.
ang, I won't.
ang, Turn it off.
ang, Stop it. No. Go away.
ang, Amanda listen. Listen.
ang," listen Oh I'm sick and tired of listening to you, you damn sadistic bully."
ang, That's very amusing indeed.
ang," Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible."
ang," You...You're an evil minded, self-centered little wench and I never want to see you again."
ang, This is the end do you hear me?  Finally and forever.
ang, You're not going like this.
ang," Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast."
ang, No you're not.
ang, Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.
