EMOTION,TRANSCRIPTION
hap, How long have you guys been going out?
neu, About two and a half weeks.
hap, Two and ...  We love each other. Yeah.
hap," You got to meet her, she's wonderful."
hap, She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.
hap, She must be hot.
hap," Yeah, she is good-looking."
neu, I'm twenty eight years old.
neu, You still act like a boy.  And men take a lot longer to grow----I will tell you.
hap, I'm so excited.  It's going to be great.
neu, I'm still working at my parents' restaurant. Busing tables.
hap, Oh that's great. My mom said we can move in with her again if we run out of money.
sad, I'm just so tired all the time.
neu," Well have you been trying to get a job, look for a job or...?"
neu, Well what are you looking for?  I mean--
neu," Well, okay. Well that's--"
ang, Cause I went to Harvard.
sad, Yeah.
sad, Yeah.
ang, I'm smarter than half the people I work for.
hap, Well what'd you major in?
neu, Oh yeah?  What kind of jobs they got?
neu, I am...just like a law clerk.
neu," Well, I'm moving up.  I mean it could be..."
neu, Yeah.  It's alright.  But--
sad, No.
neu," Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--"
neu," -it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?"
sad, Maybe I'll just kill myself.
sad, I was just joking...
neu, You got to be positive man.  You got to try to just--
neu, But you got to be real about it.  You have to...
neu, Sixteen hundred.
neu, Same difference.
neu, Twenty-one hundred?
hap," Like, wow you're really smart we're going to give you an extra [GARBAGE]."
neu, Can I help you sir?
ang, Yes you can help me.  Where is my luggage?
neu," Well, let me just check on that for you.  Where are you coming--?"
ang, Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?
neu," Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here."
ang, I had eight hundred pounds of luggage.
ang, Okay.  Check.
ang, Is it there?
ang, Yes.
neu, Okay and this is direct flight?
ang, You don't know where we're at?
ang, God.
neu, You're at me and I'm going to try to help you out sir but you just have to cooperate with me--
ang, Okay.  What do you want?
neu, How many pieces of luggage do you have checked in?
ang, Eight.  And they're all gone.
neu, Eight pieces of luggage.  Okay.
ang, And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?
ang, It's my mother's funeral tomorrow and the urn is in the suitcase.
neu, I'm sorry sir.
ang, Yeah.
neu, I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--
ang," Oh, oh, that's a good deduction."
neu, Yes--it is
ang," Sherlock Holmes.  God, where's my luggage?"
ang, Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.
neu," Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?"
ang, What is the matter with you?
ang," Sir, I just...you need to calm down is what needs to happen right now."
ang, Don't yell at me.
ang, Oh my God.  I think a blood vessel burst in my head.
neu," Please, please"
ang, What?
neu, Okay.  We can get it here in about seven to ten business days.
ang, What?  Are you kidding me?
neu," Yes.  Well, because--"
ang, Give- Give me your manager right now.
neu, I am the manager sir.
ang," You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?"
ang, Whose daughter are you?
ang, Sir. Sir. Sir. Sir
ang, What is your name?
ang, My name is Brent Caption.
hap, Now what are you going to do about it?
neu, Can I help you sir?
neu, Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?
neu, Baltimore and this is a direct flight to LAX
neu, Okay.  Let's look up here
neu, Okay.  Well you um-...
neu," What I can do for you is uh we can uh report lost, lost property."
neu, Yes.
neu," Well sir, if if...what I believe has happened is most of the flight was left--"
neu, the luggage was left in Baltimore.  Therefore--
ang, Most of the...
neu," Like the luggage, the luggage on the flight."
neu, No actually it was...this is the first time this has ever happened.  I don't know what happened--
neu," Well, we can give you um- hotel lodging for a night if that--"
ang, I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?
neu, For tonight- For tonight sir.  Would you need to stay somewhere tonight?
neu, We can do Holiday Inn or...?
ang, Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.
neu, Sir I understand that but just--
ang," Okay, so you can put me in Holiday Inn for twenty dollar a night?"
neu, Did you have your name tags on the luggage?
ang, Of course I had my name tags on the luggage.
neu," Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information."
ang, Soon as you...that's not good enough okay?
neu, What is your business?
neu, I work for IBM.
neu," Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,"
neu," I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--"
ang," You misplace a lot of, eight pieces of luggage."
neu," Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore."
neu, Uh no I'm not.
ang, Are you kidding me?
ang, Who are you going to fire because of that?
neu," Well we have some people back there that need some firing so, but I would just really appreciate--"
ang," Wow.  This has never happened before.  I've not lost,"
ang, in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.
ang, This is the worst customer service I've ever gotten before.
ang, Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?
ang," And and, in about..."
ang, Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.
neu," Yes sir, Yes."
neu, We can have them direct your luggage to San Diego.
neu, Uh--
neu, Some refreshments in the lobby?
ang, Some peanuts?  Wow.  That helps a lot.
ang," Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?"
ang, I will never do business with Delta again.
sad, How's it going?  How are you feeling?
sad, I ah--
sad, alright.
sad, Hanging in there?
sad, Yeah.
sad, So sad.
sad, It just feels like I was talking to him yesterday.
sad, Yeah.
sad, You guys were real close huh?
sad, He was my only friend growing up.
sad, no one else would talk to me but he would.
sad, He was supposed to be the best man at my wedding.
sad, I'm so sorry.
sad, Yeah.
sad, You know I was always the one to tell him to be more wild you know?
sad, And he just took it overboard.
sad, What happened?  What went wrong?
sad, You know a stupid case of drunk driving it's just...
sad," and the worst part of it is that he was in the car with his girlfriend,"
sad, his girlfriend got killed too.
sad, Oh man.
sad, And the car that he hit was his family.
sad, How are they?
sad, The mother and father died--
sad, and the kids are paralyzed in a coma right now.
sad, and just going to the funeral it's-
sad," -do I miss him or do I hate him, you know?"
sad, Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?
sad, We're all here for you.
sad, I was supposed to see him last summer
sad, then I got busy with work and stuff and three years go by
sad, and then something like this happens you know?
sad, I mean I haven't even talked to him on the phone for the past three months.
sad, He's supposed to be my best friend.
sad, I know.
sad, just things happen in life and you just...there's just no explanation you know?  We just don't...
sad, It's so fucked up.
sad, Yeah.
sad, I'm so sorry.
sad, Why is that?
sad, He was studying to be a doctor.
sad," I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people."
sad, What the...what am I doing?
sad, Working for corporate America?  Wow.
sad, He actually wanted to do something.
sad," Well now you can follow his footsteps, you know?  Carry out what he wanted to do."
sad, I can't do that.
sad, Well sure you could.
sad, You should've met him.
sad, He is the greatest...everyone liked him.
sad, Yeah.
sad, I would've loved to.
sad, Now I can't.
hap, Hey.  How's it going?  I haven't seen you in awhile.
hap, What's going on Joe?
hap, Guess who got into U.S.C.?
hap," Me. Yeah, I did."
hap, Yeah.
hap, I got into the...
hap, I got into cinema production.
hap, Yeah.
hap, No.  It's like it's harder than getting into Harvard.
neu, What does that mean?
hap, You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.
hap, Holy shit...
hap, We can party.  We can have fun.
hap, This will be like high school but even better.
hap, Yeah.  Hopefully it won't be like high school.
hap," Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?"
hap," I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out."
hap, Oh man.
hap, Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.
hap, Did you say yes yet?  I mean have you sent in your answer?
hap, Oh my God the first minute I got it I sent it back in.
hap, All right.
hap, So...
hap," This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown."
hap, This is so exciting.  This is like a new chapter in our lives.
hap," Yeah, it really is."
hap," We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day."
hap, Man I'm just so happy for you.  I just--
hap, Thank you
hap," Well, I'm happy for you but I'm happy for me cause that means you're going to stay."
hap, And tonight my parents want to take me out to sushi and they said I could bring you.
hap, Oh great. I would love to go.
hap, Yeah and they said get whatever you want and...
hap, Mmmm some miso soup.
hap, Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.
hap, This is going to be so great.  I have so many great ideas.
hap," It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like..."
neu, Oh my God.  I am so proud of you.
neu, Hello.  This is Viacom Services.  How can I help you?
neu," I'm sorry ma'am, what can I help you with?"
neu, Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?
neu, two two six six.
neu, Okay.  And your name is?
neu, Olivia. Um. Okay.  So how long has this problem been?
neu, So what exactly is the problem?
neu, Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--
neu, I understand--we're not-
neu, No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.
neu, We can give you a new phone--
neu, We can do that.  We can do that.  You just have to sign a one-year contract though with the--
ang," You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone."
ang, I want to talk to a supervisor
ang, I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.
neu," Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-"
neu," So you could----speak with me some more, you could call back later on maybe."
neu," Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up."
ang, This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause
ang," I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line"
neu, don't you-
neu, I'm really sorry ma'am.  There's not----a lot we can do for it.
ang, That you better be sorry.
neu," What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me."
neu, I'm sorry it has to do with an electrical power outage and stuff--
neu," Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?"
neu," I'm, I'm sorry you chose to live there um--"
neu, Well I'm sure maybe there's a phone at work you could use.
neu, All right um--
neu, My name is Sara.
neu, Sara Brown.
neu," You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind."
neu, Hello?
neu, I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?
neu, I know I just need to verify every time.  I'm sorry.
neu, Alright Ms. Brown what's the nature of your problem?
neu, Oh.  I'm sorry. Um- Did you drop it in water?
ang," Yeah, yeah, yeah you better be sorry."
ang, No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.
neu," Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls."
neu, Is the phone turned on?
neu," Well, um- okay.  Your sim card is in- didn't fall out-"
neu, Alright.  Um- Well that could be the problem. cause--
neu, you might have an older phone where we would use sim cards but probably not.
neu, Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-
neu," So we'll send it- And we'll give you, how about a free year's service?"
neu, Tell them my name.  My name is Brent Backersen.
neu, Okay.  Tell them my - my ID number is two one three five.
neu," Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--"
neu, It will be free.  No contract okay?
neu," Go in there, yeah, go in there.  Tell them Brent Backersen sent you."
neu," the top of the line camera phone, game boy, anything you want. For free. And palm pilot."
neu, They might only have orange.
neu," Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer"
neu, and battling through with us.
neu," Alright. Well-  I guess - I guess that's okay but,"
neu, Yes.  You just tell them Brent Backersen sent you.
neu, Okay.
neu, Alright?  Great.  Have a nice evening.
neu, Alright Thanks.
neu, What's he going to say?  Maybe we ought to talk to him before he sees it.
sad, He saw it.
sad, He was out there when it happened.
sad, About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.
sad, I don't know. But after it cracked he ran back into the house and he cried in the kitchen.
sad, Did you talk to him?
sad, No.  I figured the best thing to do was leave him alone.
sad, He cried hard?
sad, I could hear it right through the floor.
sad, I guess he is.
sad," He's getting just like he did after he died, you know?  What, what, what's the meaning of this?"
sad," I don't know.  But I know one thing mom, we made a terrible mistake with dad."
ang, You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.
ang," Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?"
ang, That we haven't had any hope for years now?
ang, No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.
neu," You know why I asked Annie here, right?"
ang, Why?
neu, I want to ask her to marry me.
ang," Well what do you want me to do?  I mean, you're old enough to know your own mind."
neu, Okay.  So then it's alright.  I'll go ahead with it.
neu," Well, I mean, you got to make sure your dad's not going--"
ang, Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.
ang, Well to hell with that.
neu, Did you ask Annie yet?
neu, I wanted to get this settled first.
neu, Then I guess that's the end of it.
sad, But from her letters I think she's forgotten him.  I'll find out.
neu," And then we'll thrash it out with dad right?  Mom, don't avoid me."
neu," Look, you never had seen many, many women.  You know?  I mean..."
sad, I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.
neu, But if I can't have that here I'll get out.
neu, I'll get out.  I'll marry her somewhere else.  Maybe New York.
ang, I've been a good son too long.  A good sucker and I'm through with it.
ang, You're just going to leave the business?  You have a business here.  You can't do that.
ang, The business doesn't inspire me.
ang, Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.
sad, Tell me something.  You can leave this business?
neu, Yes.  On this I would.
ang," I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you."
sad, I know.  Just you help me stay here.
sad, I am thinking like that.
sad, I don't understand you do I?
sad, No you don't.  I'm a pretty tough guy.
sad, Yeah.  I can see that.
ang, Why did he invite her here?
ang, Well she's been away for three and a half years in New York and suddenly she just shows up.
neu," Well maybe, maybe he just wanted to see her."
neu, Who said he even thought about that?
neu," Well, so what?"
ang, No.  She's not his girl Joe and she knows that.
neu, How do you know why she's waited?  Hmmm?
ang," I mean, her faith is stronger than a rock."
sad," My worst times I think about her, you know, and I"
sad, it's like I know as long as she's waiting I'm right again.
ang," No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother."
ang," Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me."
sad," Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe."
ang," Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?"
ang," Wait, what does that mean?  Me above all?"
ang," Look at you, you're shaking."
sad, I can't help it.
ang, What do I got to hide?  Huh?  What the hell's the matter with you Kate?
neu, You're not sorry you came?
sad, No.  I'm not sorry.  But I'm not going to stay.
sad," Look,"
sad," you saw the way that she acted and then well, I mean, you, you were acting kind of..."
neu, What?
sad," Well, I don't know, embarrassed of her since I came."
hap," I mean, that's the reason why I asked you here."
hap," Well,"
hap, I love you.
hap, I guess that's why I came.
hap," Look, I've been ready for a long, long time now."
hap," Look, I almost got married two years ago."
hap, You started to write me.
hap, You felt something that far back.
hap, Every day since.
hap," I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?"
hap, You'd always be so ambiguous.
hap," Give me a kiss Ann, just give me..."
hap," Oh God.  Annie, I kissed Annie.  I kissed Annie."
hap, I'll never forgive you for that.
hap," I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you."
hap, We're going to live now.  I'm going to make you so happy.
hap, Not like that you're not.
sad," Nothing.  Hey, let's drive somewhere.  I want to be alone with you."
sad, You remember overseas I was in command of a company?
sad, Well I lost them.
sad, How many?
sad, Just about all.
sad, Geez.
sad, Takes a little while to toss that off cause they weren't just men.
sad," For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket."
sad," That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly."
sad, A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.
sad," It was a kind of responsibility, man for man.  You understand me?"
sad, And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.
sad, And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.
sad," And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all."
sad," It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,"
sad," open that new bank account, drive the new car and see the new refrigerator"
sad," cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that."
sad, Otherwise what you have is loot and there's blood on it.
sad, And I didn't want to take any of it and I guess that included you.
sad, And you still feel that way?
sad," that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that."
hap, Annie I'm going to make a fortune for you.
hap, What am I going to do with a fortune?
hap, Buy some hats?
hap," Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?"
hap, Look at the night we got.  I wouldn't trade this for anything.
hap, You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?
hap," Is that, is that, nah, is that just Paul?  I can't even tell."
hap," But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?"
hap," Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight."
neu, Yes.
hap," God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket."
hap," I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]"
hap, I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?
neu, Do you want my jacket?
hap," Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up."
hap," Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it."
hap," But this is the big night for these guys.  Their last, life's last orgy."
hap, Yeah they do.
hap," Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable."
neu, I'm just not.
hap," Look, is that...no is that just seaweed?"
hap," You know, this is great isn't it?  You know, I wouldn't trade this for anything."
hap," I mean, think about this, I know you're not interested but just think about this for a minute."
hap," Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies..."
hap," ...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters."
hap," It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim."
hap, They just start swimming to this place right here where we stand for massive celebration of sex and death.
hap," Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up."
hap, [BREATHING] So what do you think?
hap, About what I just said?
hap, So what do you think?
ang, About what?
ang, It's ridiculous.
ang," It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach."
ang," Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now."
ang," Look, I'm sorry but it's still just fish to me."
ang, Okay.  Twice is as many times as we've tried and that's ever.
ang," Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting."
ang," Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up."
neu," Well, we're going to see it."
ang," No we won't.  I mean, God, this isn't about the fish Augie."
neu," Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight."
sad, We thought I was pregnant.
neu, Wait a minute.  I've got it.
neu, It was in the car right?  Driving past the Knickerbocker Liquor Locker...
neu, And you said let's get some champagne and I said time's a wasting or something like that.
neu, You want this to be like the other time right?  That's it right?
sad, I'd rather not remember something...
sad, Rather not hope for something.
sad, No.
ang, I want things to turn out the way that they're supposed to be.
ang, Welcome to the human race.
ang, Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.
ang, I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...
ang, ...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.
ang, Yes it is.
ang, Right.
ang, Cause everything isn't anything like I thought it would be.
sad, This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?
sad, I know you are Augie.  I know you wanted this evening to be nice.
sad, I can't help thinking about being somewhere else.
sad, Maybe if you were with someone else too.
sad, I didn't say that.
sad, I know.  But I know I don't make you happy.
sad," Augie, whatever I'm doing I'd rather be doing with you."
sad, If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.
sad," Well, I guess this is the wrong spot for the right people."
hap, I mean look at the view of the moon we got from here.
hap, Yeah.  I noticed that.  It's real pretty on the water.
hap," Hey, look what we got here."
hap, Oh you brought refreshments.
hap, No I'm beginning to think you might be right.
hap, I think this may be the place for us after all.
hap, I am sorry Augie.
hap, Shh.  If we're very quiet the fish might come.
hap, Or not.
hap, Or not.
hap, Now and always sweet.
hap, I don't care then.
hap," I mean, it was, it's bound to come out sooner or later."
hap, That sent shivers up my spine.
hap," No, wrong number."
hap, Behave exquisitely.
sad, That's serious enough.
neu, I didn't hit you very hard.
neu, Yes.  The real cause of that rile was Peter Burden.
neu," Oh, come on, you knew there was nothing in that."
ang, Presents?  A trivial little broach.
ang, You went out of your way to torture me over Peter Burden.
neu, No I didn't.  You made up the whole thing in your jealous imagination.
ang, You must admit he was in love with you.
neu, Just a little perhaps but nothing serious.
ang, You let him kiss you. You said so.  What of it?
neu," Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me."
ang, And what about me?
ang," Oh, that's a nice point of view I must say."
ang," Yeah, so am I.  Bored stiff."
neu, You want some brandy?
neu, I'll have a little I think.
ang, I don't know why you want it.  You've already had two glasses.
ang, No particular reason.  Anyhow they were very small ones.
ang, I don't see what you have to go on and on with this kind of thing.
ang, Oh my...just because I just...okay...
neu, It's become a habit with you.
ang, You needn't be so grand just because you don't happen to want any yourself at the moment.
ang, What?
neu," No, just making myself beautiful for you."
neu, That's the woman's job to lure the man.  Watch me a moment won't you?
neu, Actually that's perfectly true.
neu, Yes it is.
neu, I think that
ang," Adders don't snap, they sting."
ang, They sting.
ang, Mind your business.
ang, You're quite insufferable.  I expect it's because you're drunk.
ang, I'm not in the least bit drunk.
ang, You've always had a weak head.
ang," Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk."
ang," On the contrary, a child of two can get violently drunk off just one glass of brandy."
ang," Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?"
ang, Shut up.
ang, We might be able to bring up a splendid little debate about this intemperate tots.
ang," Not very funny dear.  In fact, maybe you better have some more brandy."
ang," Oh, thanks.  I think I will."
ang, You better turn that off.
neu, They are away in Tunis.
ang, No I'll do no such thing.
ang, Very well.  If you insist on being a boorish and idiotic.
ang," Come on, turn it off.  It's driving me mad."
ang, You are far too temperamental.  Try to control yourself.
ang, Turn it--Turn it off.
ang, Go away.  Go away.  I hate you.
ang, Very amusing indeed.
ang," I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully."
ang," You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again."
ang," This is the end.  Understand?  This is the end, here and now, forever and always."
ang, You're not going nowhere. No you're not.
ang," Oh, yes I am. Yes I am and you can't stop me."
ang, Just shut up.
ang, shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.
ang," Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-"
ang, Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.
ang, Oh.
